,sentence,category
7141, चितवनको मेघौलीमा चौधरी समूहको लगानीमा ‘सेभेन स्टार’ स्तरको सुविधा दिने रिसोर्ट यही शुक्रबारदेखि सञ्चालनमा आउने भएको छ ,Economy
7142," वाईवाई चाउचाउ, गाडी कम्पनी, विभिन्न खाद्य पदार्थ उत्पादन गर्दै आएको सिजी टेलिकम नेपालकै सबैभन्दा ठूलो औद्योगिक घराना मानिन्छ ",Economy
7143," यस्तै महिला फुटबलको प्रवद्र्धन तथा विकास रणनीति, सुशासन कार्यक्रम, ग्रासउड फुटबल प्रवद्र्धन र रेफ्री प्रवद्र्धन तथा विकास रणनीति बनाउनुपर्ने पनि पिफाका मापदण्ड हुन् ",Sports
7144,मन्त्री पोखरेलले प्रतिष्ठानद्वारा गरिएको प्रस्तावलाई पहल गरिने र सहजिकरणका लागि आफू लागि पर्ने विश्वास दिलाए ,Entertainment
7145, भारतकै सर्वाधिक चर्चित यो शोमा कपिल नहुँदा दर्शकले उनको अभाव त महशुश गर्नेछन् ,Entertainment
7146,’दूतावासको पहलमा धेरै कामदारको समस्या सामाधान भएको र कतिको हुने चरणमा रहेको दावी अधिकारीहरुको दाबी छ ,Economy
7147,अनुगमनको क्रममा टोलीले न्यूरोेडको टिपटप अर्थात गौतम स्वीट्स हाउसले मिठाइ बनाउन अत्यन्तै दुर्घन्धित पानी प्रयोग गरेको फेला पारेको छ ,Economy
7148, उनले आफ्नो नयाँ प्रोजेक्टमा श्रृष्टिलाई नायिका लिन सक्ने कुरालाई भने अहिले नै स्वीकार गरेका छैनन् ,Entertainment
7149, उनले फिल्मक्षेत्रसँग सम्बद्ध सबैले समयको महत्व बुझे मात्र फिल्मक्षेत्रलाई अघि बढाउन सकिने बताए,Entertainment
7150,"श्रीलंकाली टीममा वान डे तथा टेष्ट कप्तान एन्जेलो म्याथु, नुवान कुलासेकरा फर्किएका छन् ",Sports
7151, यसपटकदेखि समावेश गरिएका खेलहरुमध्ये नेपालले खोखोमा काश्य पदक जित्यो ,National
7152," तर, यो वर्ष नयाँ लगानी भित्रिनु त परै जाओस, सञ्चालनमा रहेका उद्योगहरु समेत बन्द गरेर बस्नुपर्यो ",National
7153,"विकृति छन् भनेर बस्नु भन्दा बाहेक सुधार्न के गर्नुभयो ?मुख्यसचिवको विशेषाधिकार के छ भन्नुस् त, मैले सुर्धानका लागि ",National
7154,म्याड्रिड/ स्पेनिस लिगको साबिक विजेता बार्सिलोनाले शीर्ष स्थानमा स्पष्ट नौ अंकको अग्रता लिएको छ ,Sports
7155," उनले भनिन्, ‘विद्यालयमा व्यवस्थापनका लागि शौचालाय छैन, अनि कसरी दिनु तालिम ?’जिल्ला शिक्षा कार्यालय बाजुराको तथ्याङ्कमा भने जनप्रकाश उमाविमा छात्रा शौचालय सञ्चालनमा रहेको देखिन्छ ",National
7156," उत्पादन स्वस्थकर हुने, लागत घट्ने र काम गर्ने मजदुर तथा कृषकको स्वास्थ्यमा पनि हानि नपुग्ने भएकाले कृषकको आकर्षण बढेको सहकारीका व्यवस्थापक तथा सचिव ओमनाथ प्रसाईंले बताए ",Economy
7157,पछिल्लो समय हास्यकला क्षेत्रमा चर्चित जोडि सिताराम कट्टेल र कुन्जना घिमीरे सुन्तली धुर्मुस फाउण्डेसन मार्फत भुकम्प पिडीतका घर बनाउने काम गरेकाछन् ,Entertainment
7158, यो शोका संचालक कपिल शर्माले स्वास्थ्यको कारण देखाउँदै केही समय विश्राम लिएपछि शो नै बन्द हुने चर्चा थियो ,Entertainment
7159,इटालीका स्टार स्ट्राइकर मारियो बालाटोलीले इङ्लिस क्लब लिभरपुलमा अनुबन्धित हुनु आफ्नो जीवनको सबैभन्दा ठूलो भूल भएको बताएका छन्,Sports
7160, शुक्रबारदेखि रिलिज हुने सुवर्ण थापा निर्देशित ‘फन्को’ पनि प्रतिक्षित फिल्म हो ,Entertainment
7161, यस्तै चलचित्र ;हम सकल्स; पनि झुर चलचित्रको सूचीमा रहेको छ,Entertainment
7162," उनले आयोजनामा धर्ना, तालाबन्दीलगायतका आन्दोलन गर्ने तयारी भएको जनाए ",Economy
7163,"मकाउलाई हामीले पहिले पनि हराएका हौं, तर उपाधि जित्नुको अर्थ नै बेग्लै हुन्छ",Sports
7164, केही माथि जंगलमा पुगेपछि चोरहरु गाडी छाडेर बन्दुक पड्काउँदै पाखातिर भागे ,National
7165, विगत केही वर्षदेखि सबै मन्त्रालयका सचिव तथा सम्बन्धित आयोजना प्रमुखलाई अर्थ मन्त्रालयमा बोलाएर अर्थमन्त्रीले निर्देशन दिने र अर्थसचिवले त्यसैदिन बजेट खर्चने अख्तियारी दिने प्रचलन थियो ,Economy
7166, क्रान्तिकारी पत्रकार संघले बुधबार कञ्चनपुरको महेन्द्रनगरमा आयोजना गरेको पत्रकार सम्मेलनमा नेता भट्टराईले जंगबहादुर बन्ने प्रवृति रोक्न सबै पक्षले सहयोग गर्नुपर्ने बताए ,National
7167,कोशी अंचल अस्पताल विराटनगरका अनुसार अस्पतालमा अहिले सर्पको टोकाइवाट घाइते उपचारका लागि आउने समेत ह्वातै बढेको छ ,National
7168, निर्वाचन आयोगले राजनीतिक दलहरुलाई सरकारी ढुकुटीबाट अनुदान दिन प्रस्तावबारे निर्वाचन आयोगले संसद भित्र र बाहिर रहेका दलहरुलाई औपचारिक जानकारी दिएको छ ,National
7169, जहाँ युवा कश्मिरीलाई भोकेशनल पाठ्यक्रमको प्रशिक्षण दिने गरिएको थियो ,National
7170, कृष्ण सुनार र शान्ती नेपालीले मोडलिङ गरेको उक्त गीत तयार भएको हो ,Entertainment
7171,”आफूले सुकीको आज्ञापालकका रुपमा कामगर्ने पनि नवनिर्वाचित राष्ट्रपतिले बताए ,National
7172,जिल्लाबासीको तर्फबाट राष्ट्रिय टिमका गोल रक्षक चेम्जोङ्ग र निर्णायक गोलकर्ता श्रेष्ठको सम्मानमा नागरिक अभिनन्दन कार्यक्रम गरिएको हो ,Sports
7173, प्रहरीका अनुसार ती व्यक्तिले मेटल डिटेक्टरमा जानुभन्दा ठीक अघि हतियार निकालेर थिए ,National
7174, यो भिडियो मेडिकलका विद्यार्थीहरूलाई सर्जरीबारे बुझ्न सहयोगी हुने छ ,National
7175," हिमाली, प्याक्टसहितका परियोजनाका अधिकारीहरू अहिले धमाधम लगानी भइरहेकाले प्रतिफल आइहाल्ने बेला नभएको बताउँछन् ",Economy
7176," तर, सिनेमामा देखाई जस्तो बाईक कुदाउन सक्ने हिरोईन कोही पनि छैनन् बलिउडमा ",Entertainment
7177,"‘सामान्यतया ब्रोकरले नै भुक्तानीमा ढिालाइ गर्ने गरेका छन्, कहिलेकाहीँ लगानीकर्ताले पनि ढिलाइ गरेको हुन्छ,’ उनले भने- ‘ढिलो गर्नेलाई पहिलो चरणमा सचेत गराउँछौ ",Economy
7178, चितवन राष्ट्रिय निकुञ्जमा वन्यजन्तु जोगाउन कृत्रिम ताल निर्माण अन्तिम चरणमा पुगेको छ ,National
7179, अनलाइन सपिङका लागि बजारभित्र छुट्टै कार्यालयको व्यवस्था पनि गरिसकेका छौं ,Economy
7180, मेस्सी र उनका बुबा जर्ज अफसोर कम्पनी मेगा स्टार इन्टरप्राइजेजको मालिक भएको उसले छापेको छ ,Sports
7181, त्यस यता स्टेज शो र अन्य कार्यक्रमहरुमा आफ्नो प्रतिभा पस्किंदै आएका राउत भर्खरै आफ्नो पहिलो एकल एल्बम “दिलको उपहार” सार्वजनिक गरेका छन ,Entertainment
7182," तर, एक गोल पछि परेको अवस्थामा दबाब झेल्दै  युभेन्टसले  पहिलो हाफमा बार्सिलोनालाई  अरु  गोल गर्ने मौका दिएनन् ",Sports
7183," तर, नीति एउटा मन्त्रालय र कार्यान्वयन गर्ने निकाय अर्को मन्त्रालयअन्तर्गत हुने भएकाले काम गर्न समस्या हुने देखिएको उनले बताए ",Economy
7184,"अख्तियारभन्दा शक्तिशाली, प्रयोग भने शून्यविभाग अख्तियार दुरुपयोग अनुसन्धान आयोगभन्दा शक्तिशाली र अधिकारसम्पन्न छ ",Economy
7185,नेपालले पाँचपटक मात्र फ्रिकिकस्वर्णको दाबेदारी दिइरहेको नेपालले भारतविरुद्ध पाँचपटक फ्रिकिक प्रहार गर्न अवसर पायो ,Sports
7186,पाँच फिट पाँच ईन्च हाईट भएकी कमलाले गत वर्ष ड्रिम बेली नामक एल्बम बजारमा ल्याइन् ,Entertainment
7187, देश टुक्र्याउने अभियानमा लागेका सिके राउतको अन्तरवार्ता प्रशारण गरेको एबीसी टेलिभिजनले राउत आतंककारी नभएको बताएको छ ,National
7188," दर्शक ‘गु र गोबर’ चिन्दैनन्, जसले गर्दा नेपाली सिनेमाको ‘मास डिफाइन’ कष्टकर बनिरहेको छ ",Entertainment
7189, सलिमले जाबेद अख्तरको सहयोगमा ऐतिहासिक हिन्दी फिल्म  सोले  को स्त्रिप्ट लेखेका थिए ,Entertainment
7190, भ्यालेन्टाइन डे अर्थात प्रेम दिवसप्रति युवायुवतीहरुको आकर्षण बढ्दो छ ,Entertainment
7191, नेपालमा खाद्यान्नको उत्पादनको क्षेत्रमा अनुसन्धान गर्दै आएको नेपाल कृषि अनुसन्धान परिषद्ले सीमित स्रोतसाधन तथा जनशक्तिका बीच पनि कृषि अनुसन्धान क्षेत्रमा उल्लेखनीय भूमिका निर्वाह गर्दै आएको छ ,Economy
7192," दलहरुबीच आपसी मेलमिलापको अभाव हुँदा भविष्य खोज्दै मुलुकका लाखौं दक्ष जनशक्ति विदेश पलायन भएको भन्दै उनले देशका दक्ष युवाहरु विदेशका कलकारखाना, सडक लगायतका क्षेत्रमा आफ्नो श्रम बेच्न बाध्य भएको बताए ",Economy
7193, आँखाको कोषको भित्री भाग काटिएकाले रगत बगेको थियो र त्यही कारण सुन्निएको थियो ,Entertainment
7194, निर्वाचन तालिका भने केन्द्रीय निर्वाचन समितिले तोके बमोजिम हुनेछ ,National
7195," “हङकङमा यो च्यारिटी सोका लागि दिएका छौं”, निर्देशक आचार्यले बाह्रखरीसँग भने, “उक्त चयारिटी सोबाट उठेको पैसा बालबालिकाका लागि खर्च गर्ने घोषणा गरेको छु ",Entertainment
7196, च्याम्पियन्स लिगअन्तर्गत समूह ‘एफ’ को खेलमा बेलको कुर्कुच्चातर्फको हड्डीमा चोट लागेको थियो,Sports
7197, हे आमाको  भिडियो र गितलाई संचार मन्त्रि मिलेन्द्र रिजालले  सार्बजनिक गरेका हुन् ,Entertainment
7198,सरकारले व्यवस्थापिका–संसदमा प्रस्तुत गरेको नीति तथा कार्यक्रममा शैक्षिक प्रमाणपत्रका आधारमा ऋण उपलब्ध गराउने उल्लेख छ ,National
7199, प्रधानमन्त्री केपी शर्मा ओलीको आसन्न चीन भ्रमण अवसरमा यसलाई व्यापक प्रचार गरी बढीभन्दा बढी पर्यटक आउने वातावरण तयार पार्नुपर्ने उनको सुझाब छ ,Economy
7200," षटकोण आर्टस् र ब्ल्याकहर्स पिक्चर्सको संयुक्त ब्यानरमा बनेको यो चलचित्रमा रामकुमार बनिया, रोजिना सिटौला र सीता श्रेष्ठको पनि लगानी रहेको छ ",Entertainment
7201, ताल खन्ने काम सकिएपछि अहिले सौर्य उर्जाबाट सञ्चालित मोटरबाट पानी भर्नेकाम भइरहेको छ ,National
7202, शिक्षा मन्त्री पोखरेलले शिक्षकरु पार्टीको सदस्य बसे पनि गाउँदेखि केन्द्रसम्मको कुनै पनि तहमा बस्न नपाउने बताएका छन् ,National
7203, उपत्यकाका अन्य बजारमा जाने तरकारीमा निर्देशनालयले ध्यान नदिएको आरोप लागिरहँदा नाकामै विषादी जाँच गर्ने कार्यक्रम लागू गरिएको हो ,Economy
7204,  फिल्ममा सँधै लभरब्वाई चरित्रमा आउने आर्यन सिग्देललाई पहिलोचोटी रिसाहा अवतारमा आफुले प्रस्तुत गरेको उनले पत्रकार सम्मेलनमा बताए ,Entertainment
7205, समितिको सदस्यमा नेपाल राष्ट्र बैंकका तत्कालीन डेपुटी गभर्नर महाप्रसाद अधिकारी छन् भने सदस्यसचिव अर्थ मन्त्रालयका सहसचिव बालकृष्ण अधिकारी छन् ,Economy
7206, नयाँ खेलाडीले कसरी बैकुण्ठ मानन्धरको रेकर्ड ब्रेक गर्ने भनेर कहिल्यै सोचेनन् ,Entertainment
7207,न्यायाधीश सुशीला कार्की र देवेन्द्रगोपाल श्रेष्ठको संयुक्त इजलासले गुरुङविरुद्ध परेको रिटमा सुनुवाई गर्दै रिटमा माग दाबी गरिए अनुसार उनलाई कामबाट रोक्न अन्तरिम आदेश जारी गरिरहन नपर्ने भनेको हो ,National
7208,जापान महिला विश्वकप फुटबल प्रतियोगिताको फाइनलमा प्रवेश गरेको छ ,Sports
7209, उच्च स्कोरतर्फ अघि बढेको नामिवियाको इनिङ्सलाई बार्डको आउट गर्दै नेपालका युवा बलर सन्दिप लामिछानेले तोडेका थिए ,Sports
7210, धेरैमा छात्रा शौचालय नहुँदा उनीहरू विद्यालयमा नियमित नहुने जिल्ला शिक्षा कार्यालय बाजुराले जनाएको छ ,National
7211, सशस्त्र प्रहरीको टोलीले हतियार सहित एक जना भारतीय नागरिकलाई बुधवार बिहान पक्राउ गरेको छ ,National
7212, त्यसमध्ये मिश्रालाई अन्तरिम आदेश र अग्रवाललाई अन्तकालीन अन्तरिम आदेश दिएको थियो ,Economy
7213,”उपलब्ध प्रविधिमै बनाउन सकिने छोटा चलचित्रले वर्तमानको अभिलेख राख्न महत्वपूर्ण भूमिका खेल्ने ‘जर्नी टु होम’ का निर्देशक सरल गुरुङ बताउँछन्,Entertainment
7214,टोटनह्याम एफए कपबाट बाहिरटोटनह्याम एफ ए कप फुटबल प्रतियोगिताको चौथो चरणबाट बाहिरिएको छ ,Sports
7215, देशभित्र नयाँ रोजगारीका अवसरहरु सिर्जना नहुँदा शैक्षिक बेरोजगारहरु पनि खाडीमा कामकै लागि उड्नेहरुको संख्या ठूलो छ ,National
7216,"हेभिवेट सेलिब्रिटी, चम्किलो सजावट र सफल व्यवस्थापनका कारण रेड कार्पेट भव्य देखिएको थियो ",Entertainment
7217,जिल्लामा प्रतिस्पर्धी र विकासमैत्री पत्रकारितालाई बढावा दिने उद्देश्यले विकास पत्रकारिता पुरस्कार स्थापना गरिएको स्थानीय विकास अधिकारी निश्चलराज पाण्डेले बताए,Sports
7218,”अनिवार्य इजाजत लिएका कम्पनीबाट उत्पादित औषधि पहिलो कम्पनीले उत्पादन गरेको भन्दा सस्तो पर्ने गर्छ ,Economy
7219, धोनीले आफू र युवराजबीचका पुराना नराम्रा कुराहरु भुलेर आफ्नी पत्नी साक्षीका साथ युवराजको रिसेप्सनमा गएका हुन्,Sports
7220,हाम्रो राष्ट्रिय ध्वजाको महिमा गाउँदै गर्दा अमृतले संसारको जुनसुकै कुनामा बसे पनि हाम्रो झण्डा र हाम्रो जंगी निशानको गरिमालाई कहिल्यै झर्न नदिन अनुरोध गरेका थिए,Entertainment
7221,"बरिष्ठ एथलेटिक्स प्रशिक्षक अमिरी यादवको सभापतित्वमा सम्पन्न दौड प्रतियोगितामा आजाद मुखिया प्रथम, रमेश कुशवाहा दोस्रो र मेवालाल साह तेस्रो स्थान हासिल गरेका छन् ",Sports
7222, कंगना रनावतको सफल चलचित्र क्वीनमा फ्रान्सकी नागरिकका रुपमा देखिएकी अभिनेत्री लिसा हेडन वास्तवमा अष्ट्रेलियाकी नागरिक हुन् ,Entertainment
7223,"’विनोद, पारस, ज्ञानेन्द्र मल्ल लगायतका धेरै क्रिकेटरहरु फुटबलप्रेमी पनि हुन् ",Sports
7224,आफैं संलग्न भएर गराइएको निर्वाचनको छानविन आफैंले गर्ने सिफारिससहित छानविन कमिटी गठन गरेको नौलो घटना पहिलोपल्ट पूर्वाञ्चल क्षेत्रीय खेलकुद विकास समितिमा देखिएको छ,Sports
7225,आमाको उजुरीटासीको विरुद्ध केहि महिना अघि उनकै सानीआमाले काठमाडौं परिसरमा उजुरी गरेकी थिइन् ,National
7226, प्रतिस्पर्धात्मक निर्णायक तेस्रो सेट सातौँ वरीयताकी केर्वरले जित्दै वर्षको पहिलो ग्रान्डस्लाम कब्जा गरिन् ,Sports
7227,जिल्लास्तरीय वार्षिक विकास कार्यक्रम तर्जुमा गर्दा ‘दिगो विकास लक्ष्य (सस्टेनेबल डिभलपमेन्ट गोल)को अवधारणा र भूकम्पछिको पुनर्निर्माणको आवश्यकतालाई प्राथमिकता दिन योजना आयोगले भनेको छ ,Economy
7228," ति मध्ये एकले भने, बिदेशमा हराएको भए, भिसा खोजिन्थ्यो हजुर, जेलमा रात कटाउनु पथ्र्यो ",Economy
7229, बिहिबार एक बिज्ञप्तिी जारी गर्दै आयोजक नेक्ष्ट मोडलस्ले प्रतियोगीताको बारेमा जानकारी दिएको हो ,Entertainment
7230,मन्त्री फर्किएपनि अनुगमन टोलीलेकालिमाटीको ह्युमत सामुदायिक पशु बधशाला पनि अनुगमन गर्यो ,Economy
7231, गत मे महिनामा मलिक र पति बसिर खानको ठट्टा विवाहका दौरान धार्मिक गीत बजाइएको थियो ,Entertainment
7232, फाइनलमा समेत एक गोल गरेका उनी प्रतियोगिताकै सर्वाधिक गोलकर्ता समेत बने ,Sports
7233, सनराइजर्स हैदराबादलाई मुम्बई इण्डियन्स इण्डियन प्रिमियर लिग क्रिकेट आईपीएलको प्ले अफमा पुगेको छ ,Sports
7234, त्यति नै बेला उनले फोटो पत्रकारलाई आफू नजिक बोलाएर अघिल्तिर बसेका सांसदहरूको समेत तस्बिर लिन लगाए ,National
7235," पछिल्लो समय प्रहरी प्रशासन र व्यवसायीकै कारण ठमेल मर्यादितमात्रै होइन, सुरक्षित बन्न थालेको दावाको दाबी छ ",National
7236,विगतमा हत्या गरिएका र बेपत्ता पारिएका पत्रकार/सञ्चारकर्मीको घटनाबारे अनुसन्धान नहुँदा र पीडक कानुनी दायरामा नआउँदा दण्डहीनतासमेत बढ्दै गएको अनुसन्धानबाट देखिएका छन् ,National
7237, वेल्सविरुद्धको खेल सुरु हुनुअघि रोनाल्डोलाई दुई बलब्वायले हैरान पारेका थिए ,Sports
7238,’त्यो लाजमर्दो दिन नआओस्ः पारसनेपाली क्रिकेट टीमका कप्तान पारस भने जिम्मेवारीमा बसेकाहरु जिम्मेवार हुन नसकेको बताउँछन् ,Sports
7239, डिभिजन टु को शीर्ष दुइ स्थानमा रहेमात्र पुनः च्याम्पियनसिप खेल्न पाउनेछ ,Sports
7240,पानीजहाज किनेर सञ्चालन गर्न निकै खर्चिलो र झन्झटिलो रहेको पूर्ववाणिज्य सचिव ओझाको पनि भनाई छ ,Economy
7241, ढिलो गरी पार्टीमा पुगेकी ऐश्वर्याको साथमा जम्मा दुईजना सुरक्षा गार्ड थिए ,Entertainment
7242,’ गत फेब्रुअरीमा दुबईमा सम्पन्न अन्तर्राष्ट्रिय क्रिकेट काउन्सिल (आइसिसी) को बैठकमा समेत क्यानको प्रतिनिधित्व गर्दै सिइओ घिमिरेले आइसिसीका विकास निर्देशक टिम एन्डर्सनलाई पनि भेटेकी थिइन् ,Sports
7243, यो गर्दा खर्च गरेर किनेको सामन विमानस्थलमा फालेर जानुपर्ने हुनसक्छ ,National
7244," उनले भनिन् ‘खानेकुरा धेरै नखानुस्, दिउँसो सुप खानुस् अनि विहान हल्का एक्सरसाईज गर्नुस् ",Entertainment
7245,तपाईंको नजरमा कस्तो पुरुष सुन्दर हो ?गठिलो शरीर भएको र शरीरअनुसार अनुहार मिलेको मान्छे सुन्दर लाग्छ ,Entertainment
7246, वेष्ट इन्डिजका अलरान्डर ब्राभो क्रिकेट मैदानमा ‘च्याम्पियन’ टाइटलको आफ्नो गीतमा विशेष किसिमको नाचका कारण चर्चामा रहने गर्छन्,Sports
7247,सोही प्रशिक्षण कार्यक्रममा बोल्दै बरिष्ठ नेता बाबुराम भट्टराईले अब आफू फेरि झोला बोकेर आन्दोलनमा होमिन थालेको बताए ,National
7248,”नेपाल राष्ट्र् बैंकको भद्रपुर शाखा र काँकरभिट्टा शाखाले दैनिक रु तीनलाख भारु बाँड्ने गरे पनि त्यो पर्याप्त भएको छैन ,Economy
7249, त्यस्तै सुक्खा र डुबान सहन सक्ने धानका जातको पनि अनुसन्धान गरिरहेको छ ,Economy
7250," तर, प्राप्त अवसरमा थप गोल नहुँदा बार्सिलोना दुई गोलमै सीमित भयो ",Sports
7251, कोइरालाले आइतबार साँझ नेपाली टोलीका कप्तान बिमल घर्तीलाई टेलिफोन गरी बधाई दिएका हुन् ,Sports
7252, प्रधानमन्त्री केपी शर्मा ओलीले साहित्य मनशान्तिको विषय हुन नसक्ने भन्दै विचारबाट निर्देशित सिर्जनाले मात्र समाजमा सन्देश दिन सक्ने बताएका छन् ,Entertainment
7253, करिब एक घण्टासम्म सडकमा साइकल तथा मोटरसाइकल कुदाउन समस्या भएको थियो ,National
7254, करीब दुई घण्टा मुसहर बस्तीमा बिताएका उनीहरुले बस्तीका बालबालिकाहरुको अवस्था देख्दा चिन्तित बनेको बताए ,Entertainment
7255, पहिलेको श्रीमानसँग पनि कान्छी श्रीमती बनेर गएको समेत प्रहरी अनुसन्धानमा खुलेको छ ,National
7256,यस वर्ष आएको बाढीले पनि कयौँ रूख बगाएको पाताभारका दयाराम थारूले बताए ,Economy
7257, रेमिट्यान्सको वृद्धिदर घटेपछि देशमा भित्रिनेभन्दा देशबाट बाहिरिने रकम बढी हुँदा भुक्तानी सन्तुलन ऋणात्मक भएको हो ,Economy
7258, उक्त सम्झौता नभए बोर्डर क्रस गर्ने बित्तिकै स्वीकृति लिनुपर्ने हुन्छ तर सम्झौता भएमा केही पनि स्वीकृति लिनु पर्दैन ,Economy
7259,बुस्केट गत समरमा आफ्ना पूर्व प्रशिक्षक ग्वार्डिओलाको आमन्त्रणमा म्यान्चेस्टरी सिटी जाने चर्चा चलेको थियो ,Sports
7260,बेल्जियमका प्याटि्रक ओसेम्सले सम्हालेको मुख्य प्रशिक्षकको जिम्मेवारी बंगबन्धु कपमा सहायक प्रशिक्षक बालगोपाल महर्जनले पाएका थिए,Sports
7261,’यसैगरी नवनिर्वाचित अध्यक्ष श्रेष्ठले लोकतान्त्रिक प्रक्रियामा हार जित स्वाभाविक भएको भन्दै सबैलाई मिलाएर अघि बढ्ने बताए ,Sports
7262, यसमा कुनै एक सेवाप्रदायकको मोबाइल नम्बर अर्को सेवाप्रदायकको नेटवर्कमा परिवर्तन गरी पुरानै नम्बर प्रयोग गर्न सकिन्छ ,Economy
7263,यसअधि ‘टलक जंग भर्सेज टुल्के’मा ‘टलकजंग’ तथा ‘पशुपतिप्रसाद’मा ‘पशुपतिप्रसाद’कै भुमिकामा देखिएका खगेन्द्र यसपटक धनपतिकै रुपमा देखिने भएकाछन् ,Entertainment
7264,काठमाडौं/ नेपाल राष्ट्रिय शिक्षक संगठनले प्रस्तावित विद्यालय क्षेत्र विकास कार्यक्रम (एसएसडिपी) मा मावि नि:शुल्क शिक्षाको प्रबन्ध गर्न माग गरेको छ ,National
7265, युवाहरु यसरी अमेरिका छिरेका समाचार बारम्बार सञ्चार माध्यममा आइरहेका छन् ,National
7266,कस्तो पहिरनमा पुरुष आकर्षक लाग्छन् ?सर्ट-टिसर्ट प्यान्टमा केटाहरू सुन्दर देखिन्छन्,Entertainment
7267,कार्यक्रममा साथी–साथीबीचको साथलाई अझ बलियो बनाउन पुल पार्टीमा गायकद्वय सुगम पोखरेल तथा नवाज अन्सारीले सांगीतिक प्रस्तुति दिने कम्पनीले जनाएको छ ,Economy
7268, तर नेता भट्टले भट्टराई पार्टीको सर्वेसर्वा भएकाले उहालाई कारवाही नहुने पनि प्रष्ट पार्नु भयो ,National
7269, यो विधेयक सरोकारवालासँगको छलफलपछि उद्योग वाणिज्य तथा उपभोक्ता हित सम्बन्ध समितिमा पुगेको छ ,Economy
7270, उनले अभिनय गरेको पछिल्लो फिल्म ;हन्टर; मानिसको यौन मनोविज्ञानको सेरोफेरोमा रहेको थियो,Entertainment
7271, विवाद समाधान भएको हेर्न चाहन्छौं नत्र नेपाली क्रिकेट संघ (क्यान)लाई आईसीसीले निलम्बन गर्न सक्छ,Sports
7272,"शिविरमा आय विवरण पेस गर्ने, पान दर्ता गर्ने, अन्तःशुल्क इजाजत तथा नवीकरण, भ्याटमा दर्ता गर्ने, राजस्व बुझ्नेलगायत करसम्बन्धी सम्पूर्ण सेवा प्रदान गरिनेछ ",Economy
7273,भ्रमणका क्रममा प्रधानमन्त्री ओलीले मौजुदा बिदेशी लगानीका उद्योग र नयाँ लगानीलाई प्रर्बद्धन नेपाल सधै तत्पर रहेको बताएका छन् ,Economy
7274, चौधरी ग्रुप (सिजी) अन्तर्गत रहेको सिजि टेलिकमका कर्मचारीहरुले पाँच महिना देखि तलब नपाएको भन्दै सानेपास्थित सिजी मुख्यालयमा धर्ना दिएका छन् ,Economy
7275, जसमा प्रशिक्षक डिडियर डेसच्याम्पसामु इतिहास दोहोराउने ठूलो चुनौती छ ,Sports
7276, केहि बर्ष देखि अमेरिकामा बसोबास गर्दै आउनु भएकी गीतकार साबुरबीले काठमाडौँमा एक कार्यक्रमको आयोजना गरि उक्त भिडियो र गित सार्बजनिक गरेकी हुन् ,Entertainment
7277,"गन्धर्वदाइले सारंगी रेट्ने बनाउन घोडाको पुच्छरको रौँ चाहिने बताएका थिए, म्याग्दीबाट मगाएँ ",National
7278, ठूलो जनसंख्याले रुचाउने खसी–बाख्राको मासु उत्पादनको प्रचुर सम्भावना रहेको देश आज व्यवस्थित र उचित नीति नहुँदा अरु देशबाट आयात गर्ने अवस्थामा छ ,Economy
7279, बच्चामा तपाईँलाई मन नपर्ने एउटा वा त्यसभन्दा बढी आनीबानी हुन सक्छन्,Sports
7280,नेपाल पत्रकार महासङ्घ जिल्ला शाखा खोटाङसँगको सहकार्यमा जिल्ला विकास समितिले एक लाख रुपैयाँबराबरको अक्षय कोष स्थापना गरेको हो,Sports
7281,"सुपारी, जुटका सामान, पेट्रोलियम पदार्थ, एमएस बिलेट आयातित मूल्यमा कमी आएको कारण आयात मूल्य सूचकांकमा कमी आएको तथ्यांकले देखाउँछ ",Economy
7282,एमाओवादीलाई सहमतिमा ल्याउन राज्य पुनःसंरचना प्रतिवेदनका विवादित विषयमा प्रश्नावली बनाउन समितिको बैठक केही दिन स्थगित हुन्छ कि हुँदैन भन्ने जिज्ञासामा उनले समितिको काम अब नरोकिने बताए,National
7283, अघिल्लो वर्ष उधारोमा उखु बेचेर अहिले सम्म पैसा हात नपारेका किसान यस वर्षपनि उधारोमा नै जसोतसो बेचेर खेतखाली गर्नेतर्फ लागेको बताउँछन् ,Economy
7284, बाढी पीडितहरुको राहतमा अनियमितता भएको भन्दै सप्तरीको तिलाठी गाविस कार्यालयमा पछिल्लो दुई सातादेखि तालाबन्दी कायमै रहेको छ ,National
7285, बन्दरगाहबाट ठूला कन्टेनर पनि आउन सक्ने भएकाले ढुवानी भाडा कम पर्छ ,Economy
